timestep,imu0_w,imu0_x,imu0_y,imu0_z,imu1_w,imu1_x,imu1_y,imu1_z,imu2_w,imu2_x,imu2_y,imu2_z,imu3_w,imu3_x,imu3_y,imu3_z,imu4_w,imu4_x,imu4_y,imu4_z,imu5_w,imu5_x,imu5_y,imu5_z
0,0.966544,0.108855,0.232074,-0.00867,0.834865,0.234887,-0.317703,-0.383244,0.996045,0.079347,-0.019051,-0.034892,0.951581,-0.202941,0.106399,0.204869,0.738653,-0.294505,0.192812,0.57486,-0.676375,-0.201915,-0.075725,0.70427
1,0.966446,0.109803,0.23203,-0.008896,0.835097,0.234781,-0.317848,-0.382683,0.995895,0.08039,-0.017633,-0.037446,0.952985,-0.198719,0.106416,0.202458,0.738808,-0.293441,0.193745,0.574892,-0.677817,-0.201059,-0.071502,0.70357
2,0.966404,0.110408,0.231894,-0.009482,0.835474,0.234961,-0.317677,-0.38189,0.995801,0.081109,-0.016087,-0.03907,0.953861,-0.19577,0.106438,0.201189,0.738577,-0.292814,0.194154,0.57537,-0.679597,-0.199618,-0.068323,0.702577
3,0.966309,0.110825,0.232069,-0.010002,0.835845,0.235292,-0.317344,-0.381151,0.995705,0.081992,-0.014592,-0.040233,0.954485,-0.193834,0.105894,0.20039,0.738425,-0.292417,0.194393,0.575686,-0.681327,-0.198572,-0.065366,0.701479
4,0.966239,0.111269,0.232126,-0.01054,0.836227,0.235604,-0.316964,-0.380437,0.995563,0.083439,-0.013066,-0.041293,0.954884,-0.192358,0.105466,0.200136,0.738358,-0.291957,0.194677,0.575911,-0.682942,-0.197521,-0.062158,0.700497
5,0.966175,0.111817,0.232106,-0.011025,0.836601,0.235939,-0.316551,-0.37975,0.995385,0.085241,-0.011615,-0.042311,0.955091,-0.191303,0.105214,0.200291,0.738281,-0.291504,0.19504,0.576116,-0.684545,-0.196393,-0.058841,0.699535
6,0.966068,0.112466,0.232212,-0.011514,0.836977,0.236295,-0.316174,-0.379013,0.995155,0.087421,-0.010169,-0.043631,0.955147,-0.190489,0.105178,0.200819,0.738057,-0.29103,0.19581,0.57638,-0.686195,-0.195412,-0.055422,0.698471
7,0.96591,0.113183,0.232498,-0.012025,0.837344,0.236651,-0.315895,-0.378212,0.994919,0.089467,-0.00875,-0.045159,0.955106,-0.189794,0.105292,0.201614,0.737783,-0.29061,0.196757,0.576621,-0.687896,-0.194821,-0.051683,0.697249
8,0.965669,0.113974,0.233087,-0.012462,0.837623,0.237014,-0.315858,-0.377396,0.994682,0.09136,-0.00764,-0.046748,0.95501,-0.189359,0.105364,0.202434,0.737493,-0.290509,0.197695,0.576722,-0.689544,-0.194546,-0.047721,0.695979
9,0.965392,0.114853,0.233781,-0.01285,0.83789,0.237331,-0.31582,-0.376638,0.994433,0.093236,-0.006822,-0.048439,0.954803,-0.189441,0.105651,0.203184,0.737145,-0.290764,0.198659,0.576708,-0.691123,-0.19434,-0.043914,0.69472
10,0.965091,0.115814,0.23453,-0.013203,0.838163,0.237599,-0.315787,-0.375888,0.994168,0.09505,-0.006303,-0.050387,0.954552,-0.189704,0.106066,0.203901,0.736777,-0.291214,0.199681,0.576598,-0.692651,-0.194162,-0.040203,0.693471
